PGC,re,amp,n
PGC12698,15.069,0.22826452116772608,0.847
PGC12701,,,
PGC12706,,,
PGC12708,17.001,0.8353664134175424,0.874
PGC12709,29.071,0.957117112551008,2.124
PGC127219,11.169,0.05242505550753162,0.796
PGC127242,8.516,0.10368405952144513,0.682
PGC12725,,,
PGC127323,11.961,0.045694916137023714,0.712
PGC127359,9.999,0.26861890896301827,0.747
PGC12736,,,
PGC12737,57.811,0.24890472073434944,1.025
PGC127393,,,
PGC12747,10.988,0.605375584695651,1.215
PGC12748,,,
PGC12754,,,
PGC12755,15.631,0.4944757101183885,1.5
PGC12756,20.46,3.165118785011842,1.459
PGC127623,8.929,0.2650171567343552,0.699
PGC12769,,,
PGC12772,30.041,0.8518923028462163,0.913
PGC12776,9.701,2.742975158869603,0.807
PGC127773,18.867,0.01759708163763676,1.274
PGC12780,,,
PGC127809,12.908,0.25059664032738094,0.701
PGC127824,11.73,0.0677650268618617,0.732
PGC12783,30.338,0.032805502189141786,0.883
PGC12786,16.234,0.04956274514796903,1.015
PGC127863,7.478,0.17794311027767157,0.626
PGC12788,57.719,0.03654574002316551,0.889
PGC12790,7.775,0.23165269769357255,0.66
PGC12794,11.634,0.13011965749295965,0.634
PGC12797,9.254,0.8103617422588972,0.151
PGC12798,,,
PGC128017,10.686,0.30071692619238843,0.568
PGC12807,25.376,0.17096301710357537,0.954
PGC128074,8.266,0.2499668900785701,0.591
PGC128075,8.13,0.31288506456858295,0.653
PGC12816,,,
PGC128191,14.906,0.04645158242490274,1.199
PGC12821,,,
PGC12825,26.721,0.13563410615324265,1.119
PGC12826,11.144,0.7101319708717683,1.119
PGC12827,19.816,0.07066146873849825,0.896
PGC128343,12.349,0.058993551688100734,0.691
PGC128348,14.087,0.06776268675858464,1.243
PGC128366,26.167,0.03310128076922185,1.932
PGC12838,12.724,5.8329675469440865,1.052
PGC128407,16.463,0.028170609786041072,1.191
PGC12846,9.005,0.5652395800725701,0.803
PGC12848,20.172,0.19715031924306559,1.68
PGC128506,8.978,0.08799565556389569,0.885
PGC12868,,,
PGC12876,40.002,0.11614336747738223,1.357
PGC12877,25.042,0.031357387462686535,0.619
PGC12878,,,
PGC1288,35.011,0.07543015229886707,1.715
PGC12883,11.909,0.15413766285399016,0.515
PGC12884,,,
PGC128845,7.315,0.15146446983000067,0.618
PGC128867,10.275,0.05846590882119732,0.687
PGC12889,,,
PGC128909,11.732,0.09592707392371083,0.783
