,PGC,re,amp,n
8999,PGC45084,,,
9000,PGC45086,,,
9001,PGC45096,28.895,0.010844043894219594,0.498
9002,PGC45098,,,
9003,PGC45099,18.256,0.03156662184562708,0.529
9004,PGC45101,,,
9005,PGC45102,18.219,0.009122246607473232,0.478
9006,PGC4512,,,
9007,PGC45127,45.969,0.007451652458033963,0.469
9008,PGC45132,30.193,0.0013232007461725511,0.336
9009,PGC45136,88.213,0.00011806286135971027,3.838
9010,PGC45137,,,
9011,PGC45142,,,
9012,PGC45143,,,
9013,PGC45146,56.122,0.0010047126957010123,1.674
9014,PGC45149,21.097,0.0001166772228151485,4.541
9015,PGC45151,18.364,0.02600272661969513,0.703
9016,PGC45155,86.435,0.004102019646367729,0.443
9017,PGC45158,,,
9018,PGC4516,,,
9019,PGC45165,,,
9020,PGC45169,18.332,0.006208147315791175,0.235
9021,PGC45170,93.121,0.010919506506353042,0.396
9022,PGC45173,,,
9023,PGC45174,44.548,0.001251637674192562,1.615
9024,PGC45177,27.049,0.023304145008564217,0.457
9025,PGC45179,,,
9026,PGC45180,,,
9027,PGC45195,63.029,0.014349126012700778,0.194
9028,PGC45198,19.431,0.012465372074945653,0.52
9029,PGC4520,25.613,0.008528095747469624,0.866
9030,PGC45200,15.41,0.0012274120738491531,1.222
9031,PGC45209,24.071,-0.0010064034900443418,0.351
9032,PGC45215,,,
9033,PGC45217,,,
9034,PGC45224,,,
9035,PGC45236,,,
9036,PGC4524,,,
9037,PGC45241,57.292,0.005442844307215734,3.063
9038,PGC45242,22.089,0.02378527930918391,0.483
9039,PGC45246,55.035,0.014922961331536332,0.621
9040,PGC45257,,,
9041,PGC45269,39.646,0.032079967024617594,0.191
9042,PGC45272,,,
9043,PGC45274,,,
9044,PGC45278,19.198,0.01590170960666419,0.555
9045,PGC45279,,,
9046,PGC45283,131.19,5.281057906381206e-05,4.029
9047,PGC45288,21.592,0.011271144121748842,0.55
9048,PGC4529,21.69,0.010095774869012118,0.601
9049,PGC45293,31.08,0.01874560961479542,0.631
9050,PGC45294,,fit fail,fit fail
9051,PGC45295,33.473,0.007091613932460059,0.961
9052,PGC45296,26.767,0.0035047348220265716,0.686
9053,PGC45308,17.716,0.03172416391109644,0.444
9054,PGC4531,14.623,0.016156569196408368,0.501
9055,PGC45311,19.181,0.03213971329591317,0.629
9056,PGC45313,,,
9057,PGC45314,,,
9058,PGC45319,,,
9059,PGC45324,23.289,0.005468660983709523,0.553
9060,PGC45330,,,
9061,PGC45336,,,
9062,PGC45340,52.095,0.0005033432117967156,2.229
9063,PGC45345,,,
9064,PGC45346,18.633,0.01795393700629151,0.354
9065,PGC45350,23.718,0.003357592287700657,1.495
9066,PGC45351,15.659,0.0008774357704811601,2.79
9067,PGC45355,18.344,0.0027093447072043045,0.374
9068,PGC45359,50.485,0.004950920375380296,1.123
9069,PGC45365,19.479,0.03577914780657963,0.789
9070,PGC45369,29.481,0.005982343916209337,1.977
9071,PGC45371,15.136,0.005635871075411625,1.507
9072,PGC45372,50.686,0.020290421635662265,0.223
9073,PGC45374,,,
9074,PGC45377,25.021,8.451974936124753e-05,4.337
9075,PGC45380,,,
9076,PGC45388,20.503,0.027765000973439466,0.573
9077,PGC45391,,fit fail,fit fail
9078,PGC45392,28.344,0.008264616857711156,1.897
9079,PGC45393,,,
9080,PGC45397,,,
9081,PGC4540,46.02,0.020269681786544355,0.696
9082,PGC45403,27.342,0.0008651180906435298,2.153
9083,PGC45404,,,
9084,PGC45405,30.333,0.02606776958847852,0.658
9085,PGC45408,83.585,0.00042007143015095527,4.768
9086,PGC45410,,,
9087,PGC45422,35.134,5.0025621312113035e-05,1.443
9088,PGC45426,,,
9089,PGC45429,37.697,0.010569223288575307,0.442
9090,PGC4543,,,
9091,PGC45434,46.542,0.0009487122457536423,3.265
9092,PGC45437,34.871,0.026144127201594695,0.58
9093,PGC45440,,fit fail,fit fail
9094,PGC45441,23.075,0.020730581482799833,0.593
9095,PGC45444,40.819,0.0005999178355165881,2.684
9096,PGC45452,,,
9097,PGC45459,18.065,0.015795749176576106,0.522
9098,PGC45465,20.816,0.03798946135395597,0.375
9099,PGC45466,,,
9100,PGC45475,,,
9101,PGC45486,,,
9102,PGC45487,,,
9103,PGC45489,16.299,0.013899719535773007,0.59
9104,PGC4550,,,
9105,PGC45502,,,
9106,PGC45512,,,
9107,PGC45514,,,
9108,PGC45520,15.046,0.0038330506612656934,0.448
9109,PGC45524,,,
9110,PGC45527,20.476,0.006134084277532393,0.774
9111,PGC45532,26.376,0.01812310978682669,0.811
9112,PGC45534,,fit fail,fit fail
9113,PGC45536,42.893,0.0118592050836951,4.203
9114,PGC45538,,,
9115,PGC45547,,,
9116,PGC45550,13.914,0.01474432966625504,0.301
9117,PGC45552,18.74,0.035496205159619515,0.52
9118,PGC45561,26.448,0.040704578818649785,0.265
9119,PGC45562,,,
9120,PGC45563,94.645,0.0015056389820075117,2.998
9121,PGC45564,10.717,0.001666551311060602,0.405
9122,PGC45565,19.38,0.002505940059521662,0.478
9123,PGC4557,22.282,0.01704572407794786,0.574
9124,PGC45572,,,
9125,PGC45573,,,
9126,PGC45574,40.384,0.027273537624765202,0.258
9127,PGC45576,,,
9128,PGC45583,,,
9129,PGC45585,10.278,0.0644363136477135,0.639
9130,PGC45590,,,
9131,PGC45594,,,
9132,PGC45596,26.673,0.048401847769140534,0.577
9133,PGC45597,17.299,0.014528145492413425,0.355
9134,PGC4560,15.12,0.007575097857119368,0.582
9135,PGC45600,,,
9136,PGC45606,,,
9137,PGC45608,,,
9138,PGC4561,41.419,0.008872086076979745,0.507
9139,PGC45611,23.161,0.03145140143912396,0.206
9140,PGC45614,26.934,0.01525975664111352,0.492
9141,PGC45615,,,
9142,PGC45616,26.582,0.008757820017386906,0.611
9143,PGC4562,29.164,0.00016591173488866452,1.945
9144,PGC456217,28.012,0.0031757562132061134,1.755
9145,PGC4563,41.947,0.006225700374748999,0.773
9146,PGC45633,,,
9147,PGC45634,,,
9148,PGC45643,28.555,0.05297508266497521,0.251
9149,PGC45650,,,
9150,PGC45652,,,
9151,PGC45657,116.536,9.596321333210398e-05,2.873
9152,PGC45658,24.824,0.007001024728790614,0.532
9153,PGC456644,14.345,0.004500151354082745,1.078
9154,PGC45665,,,
9155,PGC45666,,,
9156,PGC45667,,,
9157,PGC45671,,,
9158,PGC45674,,,
9159,PGC45678,,,
9160,PGC45680,,,
9161,PGC45683,74.964,0.010350890069772425,0.112
9162,PGC45684,47.327,0.021976930337747287,0.636
9163,PGC45690,,,
9164,PGC45700,28.845,0.004248961825398803,0.787
9165,PGC45701,,,
9166,PGC45703,21.684,0.011341366946752128,0.391
9167,PGC45705,,,
9168,PGC45709,,,
9169,PGC45710,20.088,0.008576692846014682,0.552
9170,PGC45711,,,
9171,PGC457110,,,
9172,PGC45716,,,
9173,PGC45721,33.647,0.03632250270123695,0.556
9174,PGC45724,109.546,0.0001208156447166597,4.845
9175,PGC45728,23.621,0.027689786946450322,0.642
9176,PGC45729,21.15,0.005604643895809812,1.012
9177,PGC45733,,,
9178,PGC45738,,,
9179,PGC45749,68.088,0.013396360400415743,0.527
9180,PGC45750,25.993,0.014098909398098302,0.453
9181,PGC45754,7.218,0.035608669434737325,0.489
9182,PGC45758,,,
9183,PGC45764,,,
9184,PGC45765,37.419,0.0008642273207095917,2.402
9185,PGC45772,,,
9186,PGC457782,,,
9187,PGC45779,26.157,0.007972884472595835,1.086
9188,PGC45782,28.844,0.0066287049314029765,0.57
9189,PGC45786,13.512,0.019328275824116427,0.519
9190,PGC45787,50.834,0.0052432899772391645,2.549
9191,PGC45795,43.956,0.021044450648552877,0.298
9192,PGC45798,24.838,0.002454083159874059,0.627
9193,PGC45806,36.147,0.0029474741997370492,0.1
9194,PGC45807,24.908,0.015656725929352498,0.678
9195,PGC45809,,,
9196,PGC45814,22.311,0.00552908870180607,0.407
9197,PGC45824,30.168,0.01680835089229564,0.471
9198,PGC45836,28.799,0.014773152629584407,1.387
9199,PGC45844,,,
9200,PGC45845,,,
9201,PGC45847,26.336,0.007910582172575977,0.308
9202,PGC45848,59.064,0.006913695577853937,2.519
9203,PGC45849,,,
9204,PGC45855,,fit fail,fit fail
9205,PGC45858,,,
9206,PGC45860,,,
9207,PGC45862,51.48,0.00822264776180944,0.563
9208,PGC45864,,,
9209,PGC45868,,,
9210,PGC4587,,,
9211,PGC45871,22.172,0.005660067780657877,1.776
9212,PGC45877,33.39,0.02163840327546284,0.377
9213,PGC45879,34.669,0.008165838137359849,0.689
9214,PGC45880,,,
9215,PGC45883,136.594,0.0012606261869892435,4.24
9216,PGC45884,,,
9217,PGC45898,98.955,0.00011832728347395847,4.612
9218,PGC45900,25.502,0.000532741622594711,2.604
9219,PGC45901,48.244,0.026095744633807417,0.364
9220,PGC45908,,,
9221,PGC45911,,,
9222,PGC45912,,,
9223,PGC45918,65.25,0.00011698914571011117,2.144
9224,PGC45919,,,
9225,PGC45920,,,
9226,PGC45922,,fit fail,fit fail
9227,PGC45924,,,
9228,PGC45926,46.813,0.00025465688050370827,2.915
9229,PGC45927,,,
9230,PGC45934,,,
9231,PGC45938,30.71,0.004665886107345377,0.763
9232,PGC4594,17.189,0.006763736234116113,1.587
9233,PGC45942,,,
9234,PGC45948,168.68,0.00645169400731547,0.292
9235,PGC45952,,,
9236,PGC45955,36.162,0.0020287425079877335,2.441
9237,PGC45958,54.217,0.008139800455762037,0.513
9238,PGC4596,,,
9239,PGC45960,,,
9240,PGC45971,,,
9241,PGC45977,,,
9242,PGC45985,,,
9243,PGC45986,,fit fail,fit fail
9244,PGC4599,21.565,0.016765747474189744,0.362
9245,PGC45991,25.804,0.0004598361573526702,1.54
9246,PGC45992,29.588,0.017356862088686496,0.624
9247,PGC45994,,,
9248,PGC45999,,,
9249,PGC46006,,,
9250,PGC46010,26.477,0.005877318872485568,1.75
9251,PGC46023,130.107,0.00011953758693865208,4.622
9252,PGC46026,,,
9253,PGC46029,,,
9254,PGC46030,,,
9255,PGC46039,,,
9256,PGC46041,,,
9257,PGC46049,,,
9258,PGC46056,31.347,0.017107489682415516,0.46
9259,PGC46061,,,
9260,PGC46065,,,
9261,PGC46068,21.675,0.007965898328875067,0.486
9262,PGC46071,,,
9263,PGC46076,,,
9264,PGC46077,,,
9265,PGC46078,,,
9266,PGC46081,,,
9267,PGC46083,,,
9268,PGC46085,,,
9269,PGC46086,61.157,5.243505851435958e-05,3.076
9270,PGC46097,,,
9271,PGC46098,23.284,0.014859081552627888,0.323
9272,PGC46100,,fit fail,fit fail
9273,PGC46103,,,
9274,PGC46108,,,
9275,PGC46115,21.466,0.005247939443132348,1.101
9276,PGC4612,,,
9277,PGC46121,15.926,0.008766899267783682,0.617
9278,PGC46125,17.605,0.02500141462848635,0.455
9279,PGC46126,72.047,0.022124533678553392,0.367
9280,PGC46127,,,
9281,PGC46134,,,
9282,PGC46141,,fit fail,fit fail
9283,PGC46153,146.845,0.010933023557593404,0.939
9284,PGC46157,17.77,0.01064610166018915,0.563
9285,PGC46166,,,
9286,PGC46167,,,
9287,PGC46179,119.203,8.657398573827787e-05,2.86
9288,PGC46180,25.318,0.03248626216242487,0.548
9289,PGC46186,,,
9290,PGC46191,,,
9291,PGC46194,19.932,0.011854954387596105,0.434
9292,PGC46199,15.064,0.01594936075819824,2.018
9293,PGC46216,,,
9294,PGC46223,,,
9295,PGC46233,,,
9296,PGC46238,,,
9297,PGC46240,21.106,0.0060504902660507625,0.495
9298,PGC46241,,,
9299,PGC46242,,,
9300,PGC46243,,,
9301,PGC46246,,,
9302,PGC46247,64.503,0.014072072936501935,0.564
9303,PGC46252,36.582,0.016902137497951504,0.399
9304,PGC46255,,,
9305,PGC46256,,,
9306,PGC46261,,,
9307,PGC46263,26.328,0.00016318438526122361,2.086
9308,PGC46270,53.929,0.0022130272145468623,3.295
9309,PGC46277,18.686,8.295370497203556e-05,1.97
9310,PGC46282,,,
9311,PGC46299,,,
9312,PGC46301,,,
9313,PGC46304,30.776,0.012477222596388905,0.956
9314,PGC463082,25.608,0.012726317578864619,0.745
9315,PGC46310,,,
9316,PGC46317,,,
9317,PGC46320,,,
9318,PGC46330,13.881,0.009058191707020068,0.877
9319,PGC4634,18.513,0.008050601739382273,0.472
9320,PGC46340,,,
9321,PGC46350,,,
9322,PGC46351,,,
9323,PGC46352,,,
9324,PGC46353,,,
9325,PGC46357,,,
9326,PGC46358,,,
9327,PGC46360,22.207,0.010564022414272359,1.6
9328,PGC46362,28.293,0.0036177350749194833,0.908
9329,PGC46363,15.973,0.04959815812234979,0.289
9330,PGC46366,21.827,0.04994227623439434,0.357
9331,PGC46373,59.987,0.002609651383550408,0.659
9332,PGC46382,24.498,0.013280450054728903,0.514
9333,PGC46383,,,
9334,PGC46386,37.494,0.009892554802035658,0.665
9335,PGC46387,,,
9336,PGC46389,,,
9337,PGC46400,,,
9338,PGC46408,,,
9339,PGC46409,,,
9340,PGC46410,,fit fail,fit fail
9341,PGC46414,28.492,0.0012355968853584001,2.829
9342,PGC46417,23.381,0.010788458107858324,0.767
9343,PGC46418,27.956,0.008629438161291416,0.543
9344,PGC46422,,,
9345,PGC46436,,,
9346,PGC46441,,,
9347,PGC46442,,,
9348,PGC46443,,,
9349,PGC46452,,,
9350,PGC46453,,,
9351,PGC46456,,,
9352,PGC46460,,,
9353,PGC46463,30.907,0.00046256817951533815,2.875
9354,PGC46473,,,
9355,PGC46474,,,
9356,PGC46477,15.296,0.03772673496902053,0.655
9357,PGC46479,25.903,0.007445056216254694,1.629
9358,PGC46486,,,
9359,PGC46487,14.96,0.06034802389234834,0.568
9360,PGC46489,,,
9361,PGC46490,,,
9362,PGC46491,23.827,0.04116274885306235,0.493
9363,PGC46494,,,
9364,PGC46497,,,
9365,PGC46502,46.103,0.028095672127221208,0.21
9366,PGC46505,,,
9367,PGC46512,,,
9368,PGC46516,58.156,3.6962369184957185e-05,3.252
9369,PGC46517,,,
9370,PGC46520,26.052,0.013762349037441755,0.613
9371,PGC46521,,,
9372,PGC46523,,,
9373,PGC46525,,,
9374,PGC46528,,,
9375,PGC46530,,,
9376,PGC46531,55.194,0.015266096306221109,0.489
9377,PGC46533,43.145,0.0024966326320464407,3.319
9378,PGC46535,,,
9379,PGC46539,17.889,0.012559918396869757,0.624
9380,PGC46541,9.912,0.015258649944088945,0.643
9381,PGC46550,,,
9382,PGC46551,46.398,0.009051366382305987,0.924
9383,PGC46552,25.406,0.000635846379050049,1.32
9384,PGC46556,,,
9385,PGC46563,47.253,0.009899041338163123,0.655
9386,PGC46566,,,
9387,PGC46567,,,
9388,PGC46574,35.797,0.01677692237541819,0.459
9389,PGC46576,,,
9390,PGC46579,,,
9391,PGC46583,,,
9392,PGC46585,23.331,0.015516913386611472,0.726
9393,PGC465867,28.67,0.008183257919014628,0.664
9394,PGC46589,25.578,0.05484410751669727,0.432
9395,PGC46590,,,
9396,PGC46602,,,
9397,PGC4661,,,
9398,PGC46615,22.352,0.000620158195650521,2.156
9399,PGC46618,,,
9400,PGC46622,,,
9401,PGC46626,,,
9402,PGC46630,,,
9403,PGC46636,27.882,0.057307916935117546,0.334
9404,PGC46645,,,
9405,PGC46646,25.567,0.005740317181523149,2.099
9406,PGC46647,20.527,0.008068785030258475,0.462
9407,PGC46648,,,
9408,PGC46650,,,
9409,PGC46653,29.432,0.0009193434043231411,1.909
9410,PGC46661,,,
9411,PGC46664,29.773,0.024153055964568064,0.46
9412,PGC46669,16.405,0.025864016326842414,0.454
9413,PGC46671,56.692,0.03140995589197991,0.334
9414,PGC46673,35.306,0.011932434548836487,0.41
9415,PGC46674,,,
9416,PGC46682,,,
9417,PGC46688,,,
9418,PGC46689,34.464,0.0035578991335338587,0.464
9419,PGC46711,37.35,0.0027022943437376803,2.721
9420,PGC46714,,,
9421,PGC46718,26.303,0.004592674175485454,2.858
9422,PGC46738,,,
9423,PGC46742,14.988,0.11651663326808578,0.406
9424,PGC46744,35.5,0.015421725833059919,0.276
9425,PGC46746,32.136,0.017879862251335216,0.483
9426,PGC467466,,,
9427,PGC46753,,,
9428,PGC46763,41.476,0.00018718153647266536,3.353
9429,PGC46768,35.949,0.01016401659531404,0.513
9430,PGC46771,,,
9431,PGC46786,,,
9432,PGC46796,15.182,0.001970643226271703,1.186
9433,PGC46799,,,
9434,PGC46807,,,
9435,PGC46809,41.606,0.00035152273026074364,1.763
9436,PGC46826,,,
9437,PGC46828,131.606,6.328850479816081e-05,3.819
9438,PGC46830,34.654,0.006411893399060362,0.532
9439,PGC46846,,,
9440,PGC46847,26.731,0.006593982935547826,0.689
9441,PGC46848,,,
9442,PGC46851,34.361,0.0014607623357049512,0.44
9443,PGC46852,,,
9444,PGC46854,,,
9445,PGC46869,30.022,0.002546321567051254,2.104
9446,PGC46878,32.401,0.0202762979355712,0.301
9447,PGC46882,,,
9448,PGC46889,,,
9449,PGC46896,38.289,0.006202437168695919,0.149
9450,PGC46902,,,
9451,PGC46934,23.508,0.004782020617093935,1.292
9452,PGC46935,,,
9453,PGC46938,35.986,0.035091830115444485,0.072
9454,PGC46939,91.631,0.00042031887273417744,4.001
9455,PGC46952,43.062,0.003573561448592882,0.77
9456,PGC46957,81.337,0.05251794746296638,0.451
9457,PGC46974,,,
9458,PGC47002,,,
9459,PGC47003,,,
9460,PGC47011,23.764,0.013485110852440089,0.591
9461,PGC47027,,,
9462,PGC47030,27.67,0.003185478032105769,0.195
9463,PGC47031,19.008,0.0015022007773512706,0.821
9464,PGC47053,,,
9465,PGC47054,,,
9466,PGC47058,,,
9467,PGC47059,,,
9468,PGC47073,,,
9469,PGC47078,54.414,0.005462374875528801,3.033
9470,PGC47085,,,
9471,PGC47090,21.123,0.01890581785015306,0.542
9472,PGC47092,,,
9473,PGC47102,28.193,0.01550832278725452,0.757
9474,PGC47106,107.103,1.0708371745851324e-05,4.156
9475,PGC47107,,,
9476,PGC47119,61.128,0.0025934384850095104,3.63
9477,PGC47131,26.898,0.003474392436053104,0.135
9478,PGC47137,31.283,0.002064621852421845,2.62
9479,PGC47145,14.887,0.002107033707440643,0.481
9480,PGC47151,,,
9481,PGC47169,23.502,0.013322653796847847,0.539
9482,PGC47176,,,
9483,PGC47187,32.265,0.002241797602830359,0.561
9484,PGC47194,25.111,0.0007677636229029229,1.222
9485,PGC47224,,fit fail,fit fail
9486,PGC47231,31.855,0.019740348341786874,0.597
9487,PGC47234,,,
9488,PGC47238,,,
9489,PGC47249,,,
9490,PGC47252,77.024,0.0021126991334805465,0.929
9491,PGC47255,38.669,0.008194276956301238,0.832
9492,PGC472559,,,
9493,PGC47257,,,
9494,PGC47262,11.082,0.0010839462299914817,0.821
9495,PGC47268,50.137,4.116021488728571e-05,2.704
9496,PGC47270,40.47,0.00839144724307397,0.463
9497,PGC47274,,,
9498,PGC47278,,,
9499,PGC47283,,,
9500,PGC47289,,,
9501,PGC47290,,,
9502,PGC47295,31.65,0.0007527535978460758,2.648
9503,PGC473,,,
9504,PGC47301,,,
9505,PGC47309,65.469,0.004021204471091149,1.198
9506,PGC47321,112.653,0.009883278372539606,0.359
9507,PGC47330,51.081,0.007645934415948318,0.4
9508,PGC47340,,,
9509,PGC47345,,,
9510,PGC47347,,,
9511,PGC4735,,,
9512,PGC47368,58.051,0.044178047648055184,0.671
9513,PGC47371,23.349,0.03344631146797246,0.6
9514,PGC473735,105.977,2.8523480998325226e-05,3.198
9515,PGC47383,,,
9516,PGC47389,,,
9517,PGC47394,,,
9518,PGC474,44.029,0.03287309247643276,0.391
9519,PGC47404,113.576,0.05399942196109834,0.079
9520,PGC47405,,,
9521,PGC47413,50.006,0.0071894330208873095,0.103
9522,PGC47419,,,
9523,PGC47424,14.004,0.013220069106239931,0.436
9524,PGC47425,40.53,0.007097114371729883,0.756
9525,PGC47432,37.39,0.030425525395700644,0.595
9526,PGC47437,,,
9527,PGC47438,31.202,0.017133224302251112,0.338
9528,PGC47441,36.502,0.0004910912712424624,2.8
9529,PGC47447,,fit fail,fit fail
9530,PGC47448,,,
9531,PGC47449,15.696,0.00042592302030507596,0.707
9532,PGC47452,,,
9533,PGC47469,,,
9534,PGC47474,24.11,0.015226297758539911,0.468
9535,PGC47482,19.767,0.007215818279770038,1.418
9536,PGC47489,,,
9537,PGC47490,19.745,0.005128294201071871,0.705
9538,PGC47493,,,
9539,PGC47495,,,
9540,PGC47506,24.146,0.0467760774595453,0.246
9541,PGC47512,,,
9542,PGC47514,,,
9543,PGC4753,42.073,0.002995416528571607,3.206
9544,PGC47533,,,
9545,PGC47547,,,
9546,PGC47549,,,
9547,PGC47559,43.406,4.780514098453456e-05,2.906
9548,PGC47568,,,
9549,PGC47573,18.036,0.03585165932127324,0.488
9550,PGC47575,,,
9551,PGC47577,14.631,0.06027371942002683,0.393
9552,PGC47581,25.139,0.004863410954994705,1.338
9553,PGC47582,,,
9554,PGC47585,20.038,0.008957984306580775,0.658
9555,PGC47598,110.601,0.00043835063978365363,0.89
9556,PGC47603,28.408,0.002894818583413293,0.45
9557,PGC47635,,,
9558,PGC47641,,,
9559,PGC47660,146.136,0.00023062278761029658,2.6
9560,PGC47680,,,
9561,PGC47684,,,
9562,PGC47688,32.059,0.007512727808811939,2.253
9563,PGC47690,,,
9564,PGC47709,,,
9565,PGC4771,19.145,0.009597922965734617,0.346
9566,PGC47715,14.64,0.013817615813223251,0.501
9567,PGC47721,43.276,0.005127262263616912,0.15
9568,PGC47724,,,
9569,PGC47728,,,
9570,PGC47731,,,
9571,PGC47738,,,
9572,PGC47746,,,
9573,PGC47747,13.75,0.00662372341853386,0.438
9574,PGC47753,22.112,0.005558661624118429,0.6
9575,PGC47757,,,
9576,PGC47766,18.474,0.02505265541412489,0.465
9577,PGC4777,44.277,0.026486154689135306,0.077
9578,PGC47770,21.514,0.0010629411958089831,1.469
9579,PGC47777,13.328,0.0050529107125934225,0.602
9580,PGC47778,,,
9581,PGC47788,42.602,0.01701871973025002,0.423
9582,PGC47808,31.205,0.004723294127408736,1.58
9583,PGC4782,,,
9584,PGC4783,55.274,0.00010312572812345994,2.628
9585,PGC47832,,,
9586,PGC47838,,,
9587,PGC47844,18.208,0.03465023274034761,1.225
9588,PGC47846,25.7,0.00796678098596194,0.258
9589,PGC47847,,,
9590,PGC4785,31.263,0.009958916752611882,1.606
9591,PGC47851,21.648,0.008236511135848654,0.603
9592,PGC47853,32.456,0.014460425016804352,1.805
9593,PGC47854,18.051,0.04001989031760719,0.483
9594,PGC47860,79.572,0.00023895469032321633,2.227
9595,PGC47867,19.439,0.015755615702335028,0.609
9596,PGC47874,,,
9597,PGC47879,,,
9598,PGC47881,,,
9599,PGC47887,78.087,0.00034409379142840704,1.319
9600,PGC47902,21.913,0.0012359606369635665,1.627
9601,PGC47903,,,
9602,PGC47904,,,
9603,PGC47905,32.452,0.0034161364982703384,0.173
9604,PGC47910,,,
9605,PGC47921,44.392,0.0009065059809954072,2.869
9606,PGC47926,13.223,0.004776823872513796,0.441
9607,PGC47927,,,
9608,PGC4793,65.093,0.00029392898130131364,4.596
9609,PGC47947,,,
9610,PGC47948,,,
9611,PGC47951,,,
9612,PGC47958,20.094,0.04040420415016878,0.258
9613,PGC47964,15.195,0.0036314026324152527,0.355
9614,PGC47968,27.305,0.00476375691798823,0.514
9615,PGC47969,29.665,0.0011495160760512998,2.183
9616,PGC47971,27.413,0.010245134925166568,0.501
9617,PGC47972,47.385,0.0009724887797535729,0.899
9618,PGC47985,,,
9619,PGC47987,16.201,0.001555906131601253,1.19
9620,PGC47988,26.369,0.005807722092219092,0.779
9621,PGC4799,39.091,0.012273291972712434,0.475
9622,PGC47990,,,
9623,PGC47992,28.035,0.0010396245315359971,2.385
9624,PGC47997,,,
9625,PGC4801,,,
9626,PGC48011,,,
9627,PGC48012,53.998,0.00349266755756013,1.239
9628,PGC48018,,,
9629,PGC48029,,,
9630,PGC48034,16.014,0.0012064111677648403,0.872
9631,PGC48035,17.608,0.019744275547205703,0.529
9632,PGC48040,,,
9633,PGC48044,,,
9634,PGC4805,,,
9635,PGC480539,,,
9636,PGC48057,87.186,9.479385172792527e-05,4.647
9637,PGC48058,,,
9638,PGC48064,,,
9639,PGC48066,19.825,0.048696872964116816,0.415
9640,PGC48082,81.369,0.05058693437072434,3.547
9641,PGC48084,,,
9642,PGC48085,,,
9643,PGC48087,,,
9644,PGC48091,31.98,0.0005845636912325891,3.367
9645,PGC48093,,,
9646,PGC48100,,,
9647,PGC48104,17.625,0.031191671708503083,0.514
9648,PGC48106,,,
9649,PGC48107,,,
9650,PGC48116,,,
9651,PGC48122,58.082,0.007202665367711862,0.523
9652,PGC48123,,,
9653,PGC48125,77.426,0.003107082371486224,4.035
9654,PGC48129,14.263,0.004484757263940269,1.686
9655,PGC48130,60.589,0.027946402139344607,0.171
9656,PGC48140,83.303,0.0001819548169704784,4.275
9657,PGC48156,,,
9658,PGC48161,,,
9659,PGC48166,,,
9660,PGC48168,,,
9661,PGC48171,96.903,0.009250406967476444,1.783
9662,PGC48175,32.408,0.02059173495905284,0.769
9663,PGC48176,,,
9664,PGC48179,39.113,0.0203007642162358,0.326
9665,PGC48182,27.694,0.006752558359986915,0.272
9666,PGC4819,,,
9667,PGC48206,28.748,0.03342121630415429,0.816
