PGC,re,amp,n
PGC12373,54.381,0.020217503229978184,3.131
PGC12374,10.732,1.9880043116333133,0.535
PGC12379,14.986,0.9348980680607665,0.521
PGC12384,,,
PGC12390,35.327,0.06697222687883272,0.975
PGC12391,,fit fail,fit fail
PGC12394,13.419,1.7990185304945554,0.559
PGC12395,21.416,0.2311658559941231,2.587
PGC12404,,,
PGC12405,,,
PGC12412,178.021,0.05557024619742805,4.238
PGC12423,,,
PGC1242381,,fit fail,fit fail
PGC12429,10.81,40.308361373430806,0.652
PGC12431,,,
PGC12434,111.974,0.013616612443279968,2.139
PGC12437,,fit fail,fit fail
PGC12439,14.648,1.2389233919436913,0.891
PGC12452,23.293,0.07257716650499542,1.282
PGC12456,19.03,0.021218646710191198,0.57
PGC12458,,,
PGC12459,35.553,0.011625622426490605,2.321
PGC12460,,,
PGC12465,46.989,0.2590286340411751,4.349
PGC12466,16.491,3.107987163730332,0.505
PGC12471,16.104,0.1435049143740439,0.917
PGC12480,21.03,0.3878939757383046,0.669
PGC12490,,fit fail,fit fail
PGC12494,69.8,0.006603057636844484,4.533
PGC12511,14.699,0.03344140210536309,1.605
PGC12519,,,
PGC1252,46.449,0.02477285544836228,3.455
PGC12521,,,
PGC12528,,,
PGC12531,17.924,1.1795548527749222,0.632
PGC125321,33.827,0.01021270554849103,4.501
PGC12544,59.389,0.007237926994304391,4.79
PGC1254649,42.208,0.030214946973165627,3.436
PGC12553,22.393,0.05489598611900247,1.032
PGC12556,,,
PGC12558,19.733,0.11605486528790193,1.96
PGC12559,12.85,3.9233000354913976,0.583
PGC12562,16.779,0.08598822979058846,2.012
PGC125646,,fit fail,fit fail
PGC12568,,,
PGC12569,23.128,0.914457383923573,0.593
PGC12570,,,
PGC12575,34.03,0.024344179855767714,2.864
PGC12576,,,
PGC12578,,,
PGC12580,,,
PGC12597,,,
PGC12607,8.055,2.7974493749129214,0.288
PGC12608,28.011,0.005452440827910036,4.498
PGC12626,,,
PGC12627,19.304,0.06524602155880202,0.928
PGC12628,11.735,0.434646011745995,0.413
PGC12633,21.215,0.6880324333993126,0.304
PGC12650,24.892,0.1624425544224383,0.481
PGC12651,77.48,0.4625349406871439,2.591
PGC12653,20.838,1.8725693948172726,1.316
PGC12662,,,
PGC12664,28.112,0.14943529336334657,0.875
PGC12666,30.516,0.42385499664620213,0.559
PGC126708,,fit fail,fit fail
PGC12671,,fit fail,fit fail
PGC12691,,,
PGC12696,11.225,0.24233084056232734,0.583
PGC12697,31.362,0.06530312730152174,0.808
PGC12698,15.332,0.9359731037145178,0.528
PGC12701,,,
PGC12706,,,
PGC12708,44.54,0.10421243836936436,2.503
PGC12709,11.348,11.603550655097017,0.608
PGC127219,,fit fail,fit fail
PGC127242,35.926,0.006523296998059709,2.848
PGC12725,,,
PGC127323,16.807,0.02685626654505733,0.576
PGC127359,56.169,0.004036447819332838,3.638
PGC12736,,,
PGC12737,63.979,0.5092374816557604,0.38
PGC127393,,,
PGC12747,,fit fail,fit fail
PGC12748,,,
PGC12754,,,
PGC12755,10.295,0.2639144783727565,0.651
PGC12756,28.004,7.685861830175325,0.965
PGC127623,45.433,0.005007790641096016,2.686
PGC12769,,,
PGC12772,36.402,1.935563644127767,0.394
PGC12776,14.925,4.987239499781599,0.69
PGC127773,17.831,0.031925998987313374,0.785
PGC12780,,,
PGC127809,13.896,0.9972893002737572,0.414
PGC127824,28.975,0.00540231493909154,4.658
PGC12783,27.841,0.03698684731701367,0.407
PGC12786,,fit fail,fit fail
PGC127863,11.836,0.17040962956763187,0.923
PGC12788,70.483,0.017312973697753833,1.068
PGC12790,14.462,0.3730065423286306,0.713
PGC12794,15.424,0.15580496071527633,0.472
PGC12797,12.281,1.5963627197499126,0.461
PGC12798,,,
PGC128017,16.187,0.35654264486825765,0.779
PGC12807,27.59,0.477132489646038,0.55
PGC128074,10.884,0.5897675652340622,0.469
PGC128075,25.262,0.010244254320743919,1.728
PGC12816,,,
PGC128191,73.663,0.004942812442909999,4.083
PGC12821,,,
PGC12825,58.996,0.012850524714521137,1.447
PGC12826,56.507,0.07146963901574119,2.868
PGC12827,14.808,0.15806424258741322,0.464
PGC128343,14.84,0.11353848999079287,0.435
PGC128348,22.59,0.10179617464797885,1.722
PGC128366,11.677,0.05419266591194305,0.512
PGC12838,14.893,1.7241668782295396,0.835
PGC128407,15.579,0.041600845497025286,0.48
PGC12846,37.795,0.011511860817274892,2.701
PGC12848,82.659,0.005575550359480415,3.888
PGC128506,47.354,0.020359307972710856,2.661
PGC12868,,,
PGC12876,35.385,0.5640176701106772,0.802
PGC12877,24.909,0.04691464171241302,0.413
PGC12878,,,
PGC1288,18.401,0.7531529723403178,0.593
PGC12883,49.91,0.022830832755003982,4.096
PGC12884,,,
PGC128845,13.752,0.12863226142170456,1.219
PGC128867,20.458,0.020685609951688694,1.368
PGC12889,,,
PGC128909,73.481,0.00830467311851685,4.248
PGC12893,10.893,0.8755615278078857,0.615
PGC128984,77.87,0.001444813468258411,3.187
PGC128986,13.763,0.04285927978647498,1.091
PGC129,17.912,6.515293740514525,0.519
PGC12900,,,
PGC1290044,58.301,0.006887763613066562,2.114
PGC129035,5.728,1.986080780399392,2.667
PGC12905,92.886,0.005947575528900484,3.98
PGC12911,15.172,3.519721857876838,0.522
