col1,col2,PGC,OBJNAME,R25_DEG,LOGMASS,DIST_MPC,GALTYPE_COURSE,IDE,Com,Tmag,q,PosAng,n,Re,ratio_Salo,INCL_DEG,MORPH,T,Re_mine,mse,saloratio,mm15ratio,Re_mine2,mse2,saloratio2,mm15ratio2,n_mine2,nsratio,mse_fuv,n_mine_fuv,Re_mine_fuv,bandratio,Re_mine_w2,mse_w2,n_mine_w2,Re_mine_w3,mse_w3,n_mine_w3,Re_mine_w4,mse_w4,n_mine_w4
NGC4120,19.2,38553,NGC4120,0.0130863571539521,9.182145,25.0,LT,NGC4120,,13.62,0.279,168.06,0.987,23.22,2.3520557307305965,81.2300033569336,b'Sc  ',5.599999904632568,35.8677,0.07650976539595816,0.647379118259604,0.5353005629019981,35.868,0.07650976539595813,0.6473737035797925,0.5352960856473736,1.708,2.330150068212824,,,,1.1565845479169354,41.594,0.0292346642426736,0.97,44.948,0.117242833663865,1.868,31.012,0.41734777477044943,0.733
NGC4123,43.5,38531,NGC4123,0.0264739487320184,9.615148,16.0,LT,NGC4123,Fit fails,,,,,,,44.2599983215332,b'Sc  ',5.0,35.277300000000004,0.7886422627334105,,1.2330875662253062,35.277,0.788642262733411,,1.2330980525554893,0.764,1.5188866799204772,0.00016705472922469528,0.194,62.437,4.370292368681864,29.209,0.5038831306638379,1.66,13.145,9.884726653259412,1.117,8.072,185.47998119510842,0.503
NGC4127,17.8,38550,NGC4127,0.0126130087301135,9.811983,26.2,LT,NGC4127,,12.3,0.574,136.49,1.833,19.41,0.4837447044021637,59.25,b'Sc  ',5.099999904632568,18.5193,0.13482638156292398,1.0480957703584908,0.9611594390716711,18.519,0.13482638156292404,1.0481127490685243,0.9611750094497544,,,,,,0.7809969635627529,20.668,0.1348863665858575,0.814,23.334,0.3517585228588505,0.57,23.712,0.5010030555686357,0.535
NGC4129,18.7,38580,NGC4129,0.0214693434536457,9.581251,18.0,LT,NGC4129,,11.97,0.227,92.29,0.893,22.1,,90.0,b'SBab',2.299999952316284,,,,,,,,,0.745,,,,,,,,,,,,,,
NGC4133,12.5,38578,NGC4133,0.013798083178699,9.790943,26.2,LT,NGC4133,,11.55,0.627,155.49,4.765,21.14,0.4551296601252466,51.29999923706055,b'SABb',3.0,14.764500000000002,0.9017994160476916,1.4318127942023096,0.8466253513495207,14.765,0.9017994160476911,1.4317643074839146,0.8465966813410091,,,,,,0.11580937142140023,12.808,0.6052946226630637,0.641,726.986,7.155528339506243,6.958,127.494,58.98114899762627,4.758
NGC4136,42.3,38618,NGC4136,0.0195352416485548,9.610618,16.3,LT,NGC4136,,11.54,0.951,115.12,1.333,45.46,,22.020000457763672,b'Sc  ',5.199999809265137,,,,,,,,,1.718,,,,,,,,,,,,,,
NGC4138,21.1,38643,NGC4138,0.0237584877759218,10.0650625,13.8,,NGC4138,,10.61,0.621,150.76,2.944,24.71,2.7178286931178537,61.38999938964844,b'S0-a',-0.800000011920929,33.9453,10.931514559771752,0.7279358261673928,0.6215882611142043,42.915,10.93151455977174,0.575789351042759,0.4916695794011418,2.779,2.0388848129126926,0.0017546626005500755,0.188,23.766,1.4499290492600851,21.364,6.07115439256255,0.908,25.245,2.4134482203316026,0.611,29.598,2.2828615693805765,1.363
NGC4141,12.9,38669,NGC4141,0.0098133822903037,9.196934,44.06,LT,NGC4141,,14.41,0.781,74.45,0.839,12.56,0.4022220608568125,51.31999969482422,b'Sc  ',6.0,46.503,0.06670810681521169,0.27009010171386794,0.2774014579704535,46.503,0.06670810681521169,0.27009010171386794,0.2774014579704535,0.728,0.4761281883584042,0.00277740119062469,0.445,20.88,1.9978089960046397,28.156,0.03223200239580383,2.119,32.945,0.04545126977379477,2.107,23.277,0.23226534540488342,1.529
NGC4142,24.0,38645,NGC4142,0.0146493641659617,8.900418,17.1,LT,NGC4142,,13.65,0.609,171.09,1.008,24.74,0.3257190515839349,60.189998626708984,b'SBcd',6.599999904632568,25.9704,0.04921345384897509,0.9526229861688691,0.9241290084095739,25.97,0.049213453848975054,0.9526376588371197,0.9241432422025414,0.918,4.289719626168225,0.00077509905464071,0.609,32.76,0.9492306005336452,27.44,0.015326257595232866,0.77,25.311,0.02156744271257758,0.678,27.359,0.029893296824053683,0.214
NGC4144,64.7,38688,NGC4144,0.0436333678662776,8.92728,6.87,LT,NGC4144,,11.72,0.236,102.22,1.382,74.12,2.4135864540903804,85.55000305175781,b'SABc',6.099999904632568,79.98570000000001,0.22785701933945543,0.9266656414834151,0.808894589907946,79.986,0.22785701933945568,0.9266621658790288,0.8088915560223039,1.712,2.407876230661041,0.00627063066065306,0.702,89.578,0.9792605288932419,78.49,0.10172462047970426,0.912,64.311,0.15686994966228193,0.584,81.68,0.2711571694202319,0.711
NGC4145,78.3,38693,NGC4145,0.0385317467153072,9.619457,11.2,LT,NGC4145,,10.7,0.652,101.0,2.07,110.27,1.1764051828989477,64.30999755859375,b'Scd ',6.900000095367432,94.0446,0.20419443074844282,1.1725287788985226,0.8325836890156372,94.045,0.20419443074844262,1.172523791801797,0.8325801478015843,2.693,1.7012002526847758,0.0004099877710565851,0.819,97.445,0.7836887411148055,95.662,0.10615231600716457,1.706,95.597,0.11607575477698387,1.334,120.003,0.14222212164706907,1.583
NGC4151,14.0,38739,NGC4151,0.0239783190190792,10.030007,11.2,LT,NGC4151,,10.02,0.91,174.04,5.429,19.12,0.5810940461749822,42.0,b'Sab ',1.899999976158142,13.5405,9.190729245918078,1.412060115948451,1.0339352313430081,25.155,10.064774726426085,0.7600874577618764,0.556549393758696,0.756,0.5612472160356348,0.5244632394875814,0.575,8.536,2.2991499862901015,8.603,249.83309296943506,0.552,9.096,267.77063704157496,0.549,10.941,1608.8087524587304,1.347
NGC4152,15.3,38749,NGC4152,0.0113715259358286,9.976952,34.8,LT,NGC4152,,11.84,0.819,156.96,1.885,17.01,0.2653286407542449,50.66999816894531,b'SABc',4.900000095367432,17.5743,0.7959390628094175,0.9678906129973883,0.8705894402622011,17.574,0.7959390628094174,0.9679071355411403,0.8706043018094912,,,0.004013067312691879,0.638,29.88,0.02300514716277706,16.592,0.3519432075169515,0.725,18.589,5.5003604249213085,0.731,763.916,33.14911032377484,7.098
NGC4157,42.6,38795,NGC4157,0.0548048131167888,10.508153,17.1,LT,NGC4157,,9.72,0.149,63.26,1.133,55.73,,90.0,b'SABb',3.299999952316284,,,,,,,,,7.493,,,,,,,,,,,,,,
NGC4158,13.9,38802,NGC4158,0.0121009293943643,10.045239,29.1,LT,NGC4158,,12.2,0.708,71.36,1.923,16.0,0.3698812471238482,39.68000030517578,b'SABb',3.200000047683716,22.0428,1.9393270241004752,0.7258605984720634,0.6305913949226052,677.896,1.9393270241004756,0.02360244049234691,0.02050462017772638,3.256,0.42362737444704657,0.0036626221240966296,0.769,22.16,1.0045522980806847,160.142,0.43000790789253324,3.94,44.37,2.0930787589194315,2.614,674.824,1.9933453798278462,7.686
NGC4159,14.4,38777,NGC4159,0.0112932445481419,8.931881,16.52,LT,NGC4159,,13.39,0.308,31.89,1.151,18.45,1.591843592477005,67.77999877929688,b'Scd ',6.5,73.83330000000001,0.04797337549142795,0.2498872459987566,0.19503394809659055,73.833,0.04797337549142795,0.24988826134655234,0.19503474056316283,0.785,1.5763052208835342,0.0022663926488508696,0.55,22.24,3.8245532245532243,29.728,0.09203364586598164,1.673,18.878,0.7403454378098977,0.565,19.305,1.6105907571723905,0.498
NGC4162,19.7,38851,NGC4162,0.0189591441303491,10.467284,42.5,LT,NGC4162,,11.68,0.66,167.35,1.528,20.17,0.648381573772901,55.13999938964844,b'Sbc ',4.0,31.4721,3.632076955037679,0.6408851014072783,0.6259512393516797,20.1,3.632076955037679,1.0034825870646766,0.9800995024875621,0.892,1.524786324786325,0.0022453588297005763,0.411,31.948,0.913179773749489,38.254,1.5619499040047102,1.947,22.802,2.769734073970022,0.581,22.011,2.1900244696753886,0.585
NGC4163,29.8,38881,NGC4163,0.0138937262818217,7.548552000000001,2.98,LT,NGC4163,,13.29,0.69,11.0,1.029,34.64,0.3343212427369379,54.2599983215332,b'I   ',9.899999618530273,34.101,0.008836668484058204,1.0158059880941908,0.8738746664320695,34.101,0.008836668484058207,1.0158059880941908,0.8738746664320695,0.865,0.24352477477477477,0.01019963555134961,0.577,20.163,0.5682268841750954,31.228,0.005718680799105976,0.876,29.972,0.0026546426692334248,0.806,60.013,0.018961159546700253,3.552
NGC4165,16.6,38885,NGC4165,0.0103471018373966,10.259179,54.17513,LT,NGC4165,,13.15,0.571,159.18,1.469,22.58,0.7076490148528203,61.75,b'SABa',2.0,25.1388,0.040804109947694164,0.8982131207535761,0.660333826594746,25.139,0.0408041099476942,0.8982059747802219,0.6603285731333784,,,0.00013501480168374674,0.288,23.698,1.1196276666815126,22.96,0.016805179293678453,0.79,22.969,0.06869158215541332,0.435,22.453,0.10547373325290242,0.472
NGC4173,39.0,38897,NGC4173,0.0195352416485548,8.811988000000001,16.3,LT,NGC4173,,13.49,0.192,135.17,0.761,53.32,,90.0,b'SBcd',7.099999904632568,,,,,,,,,1.015,,,,,,,,,,,,,,
NGC4178,67.5,38943,NGC4178,0.0387988425791263,9.803274,16.8,LT,NGC4178,,11.16,0.222,33.69,1.547,98.86,6.258684874149951,77.44000244140625,b'Scd ',6.900000095367432,72.4923,0.4552509104986245,1.3637310445385233,0.931133375544713,72.492,0.4552509104986245,1.3637366881862825,0.9311372289356066,0.51,0.3953488372093023,0.0004714892717943286,0.126,95.723,1.2870991797166293,70.691,0.21121630291266072,1.051,56.704,1.9426742208108332,1.083,56.322,1.961029446908416,1.29
NGC4180,9.7,38964,NGC4180,0.0120453294366598,10.321474,31.5,LT,NGC4180,,11.59,0.379,28.24,1.568,12.43,1.3794267349543436,79.4000015258789,b'SABa',2.0,28.0827,3.6889823444940766,0.4426212579274785,0.34540838309706684,16.869,5.310085498054946,0.7368545853340447,0.5750192661094314,,,0.000657484328760363,0.288,19.208,0.9360745796570668,18.259,5.274599341843567,0.534,18.699,30.02608004049968,0.487,18.021,121.17716760930979,0.538
NGC4183,39.4,38988,NGC4183,0.0357123762369155,9.630783,17.1,LT,NGC4183,,12.14,0.169,166.5,1.437,55.35,,90.0,b'Sc  ',5.900000095367432,,,,,,,,,0.925,,,,,,,,,,,,,,
NGC4189,32.7,39025,NGC4189,0.0183154996484518,9.750851,16.8,LT,NGC4189,,11.46,0.744,84.2,0.745,34.87,1.1014596941762047,35.95000076293945,b'Sc  ',5.900000095367432,29.6514,0.6595983420238924,1.1759984351497736,1.1028147068941097,29.651,0.6595983420238922,1.1760142996863512,1.102829584162423,,,0.00046380004914283666,0.1,35.973,0.5637286588843682,29.334,0.2928378201908152,0.94,29.966,1.686213026282421,0.796,52.598,13.17295158461133,3.404
NGC4190,25.6,39023,NGC4190,0.0127590605989098,7.3982716,2.82,LT,NGC4190,,13.23,0.702,35.2,0.928,32.94,,25.40999984741211,b'IB  ',9.899999618530273,,,,,,,,,,,,,,,,,,,,,,,
NGC4192,85.1,39028,NGC4192,0.0920065492391586,10.776911,16.8,LT,NGC4192,,7.39,0.343,151.93,17.478,7630.5,,90.0,b'SABb',2.5999999046325684,,,,,,,,,0.824,,,,,,,,,,,,,,
NGC4193,22.1,39040,NGC4193,0.0185702946037054,10.307004,32.5,LT,NGC4193,,11.78,0.464,91.73,1.497,26.53,0.4101322457688974,66.72000122070312,b'SABb',4.099999904632568,27.5679,1.1136045752260189,0.9623511402754653,0.801656999626377,27.568,1.1136045752260189,0.962347649448636,0.8016540917005224,,,0.00024204354523387595,0.432,40.005,0.3476067988097039,27.752,0.5296292660531573,0.832,27.939,1.1725338822002935,0.71,79.308,2.148214074205823,2.551
NGC4194,4.1,39068,NGC4194,0.0136715825647115,10.136274,36.0,LT,NGC4194,No fit,,,,,,,52.560001373291016,b'SBm ',9.100000381469727,,,,,,,,,0.789,,,,,,,,,,,,,,
NGC4197,24.6,39114,NGC4197,0.0236493237316608,9.837444,31.5,LT,NGC4197,,12.49,0.188,35.12,1.482,30.19,0.7660743973246853,78.26000213623047,b'SABc',6.699999809265137,36.860400000000006,0.5319413611647034,0.8190361471931937,0.6673828824429469,36.86,0.5319413611647033,0.8190450352685839,0.6673901247965275,,,0.0019757184034271368,0.512,46.278,1.1240889268396816,33.875,0.26027881898147953,0.715,30.15,3.501763992689325,0.534,32.791,4.063833610099108,0.51
NGC4203,23.0,39158,NGC4203,0.0284982901066541,10.416215,15.1,ET,NGC4203,,9.51,0.863,8.38,8.313,60.25,,90.0,b'E-S0',-2.700000047683716,,,,,,,,,,,,,,,,,,,,,,,
NGC4204,47.5,39179,NGC4204,0.0337923802435398,8.802838000000001,10.0,LT,NGC4204,,12.56,0.342,122.55,2.038,82.89,,0.0,b'SBd ',7.800000190734863,,,,,,,,,0.58,,,,,,,,,,,,,,
NGC4205,14.0,39143,NGC4205,0.0139257572591304,9.425467,23.2,LT,NGC4205,,12.8,0.2,30.02,1.166,17.36,0.6058719466310076,69.12000274658203,b'SBc ',6.0,19.368,0.33964742694208355,0.8963238331268072,0.7228418009087154,19.368,0.33964742694208366,0.8963238331268072,0.7228418009087154,,,,,,0.4747058823529412,27.61,0.25845080929821607,1.145,18.07,4.010424078462133,0.492,40.8,12.218241157748617,2.194
NGC4206,45.9,39183,NGC4206,0.0390677861869335,9.747214,16.8,LT,NGC4206,,11.79,0.179,0.56,1.503,55.48,,90.0,b'Sbc ',4.0,,,,,,,,,0.613,,,,,,,,,,,,,,
NGC4207,12.1,39206,NGC4207,0.0125261843204498,9.695962,16.8,LT,NGC4207,,11.87,0.28,121.13,1.648,15.63,1.2280726427108457,70.51000213623047,b'Sd  ',7.699999809265137,34.5411,2.4710052602899935,0.452504407792456,0.3503073150536607,20.7,2.471005260289992,0.755072463768116,0.5845410628019324,0.722,1.291592128801431,0.0006756293634690191,0.764,22.796,1.0661859387071853,20.945,0.8155720824845882,0.626,20.325,8.63804079943824,0.561,19.415,16.583766134063655,0.559
NGC4210,20.6,39184,NGC4210,0.016136847436428,10.365546,43.411015,LT,NGC4210,,12.22,0.746,89.75,0.899,22.6,2.039103835912825,46.18000030517578,b'Sb  ',3.0999999046325684,21.714299999999998,0.7360536805162273,1.0407887889547442,0.9486835863923775,21.714,0.7360536805162271,1.040803168462743,0.9486966933775446,0.88,3.320754716981132,,,,0.9791666666666666,21.497,0.2348910923405944,0.688,23.485,0.4354419067550603,0.273,22.176,0.3316316849367985,0.265
NGC4212,31.4,39224,NGC4212,0.0233248453587293,10.097233,16.8,LT,NGC4212,,10.66,0.537,71.53,0.907,38.14,0.5024647219102211,54.560001373291016,b'Sc  ',4.900000095367432,48.967200000000005,3.995575962107714,0.7788887255142217,0.6412455684621542,34.216,3.9955759621077123,1.1146831891512743,0.917699321954641,1.389,0.24737310774710597,0.0019021127055388347,0.15,32.746,0.10744813812248384,33.975,1.3461413601338996,0.882,36.886,5.6382784565744775,0.62,318.442,13.466951434649289,5.615
NGC4214,62.2,39225,NGC4214,0.0566003061830997,8.547646,2.87,LT,NGC4214,,10.12,0.707,125.57,1.391,79.61,0.6170086630086797,44.0,b'I   ',9.800000190734863,71.7318,1.3402668434962344,1.1098285558148546,0.8671189068167814,71.732,1.340266843496235,1.1098254614398038,0.8671164891540736,,,5.176390786101048,1.946,36.975,2.413431128457035,69.588,0.7156169006177953,1.501,43.705,10.747928774465919,1.903,29.722,101.50441128867668,1.911
NGC4216,59.7,39246,NGC4216,0.0651356503367424,10.908789,16.8,LT,NGC4216,,8.75,0.31,19.9,5.668,103.22,,90.0,b'SABb',3.0,,,,,,,,,0.666,,,,,,,,,,,,,,
NGC4217,41.4,39241,NGC4217,0.0461125150322914,10.521317,17.1,LT,NGC4217,,9.96,0.123,49.29,1.411,61.21,3.696169477479617,84.98999786376953,b'Sb  ',3.0,104.55390000000001,10.181792559570855,0.5854396631785136,0.39596801267097637,70.411,10.181792559570855,0.8693243953359561,0.587976310519663,,,3.790569053278114e-05,0.708,113.252,1.0532212466157092,68.097,8.782872674956234,0.643,67.412,101.24173947225823,0.505,66.853,64.6608411739774,0.515
NGC4220,24.6,39285,NGC4220,0.02791378647089,10.265187,17.1,,NGC4220,,10.69,0.309,137.14,1.496,32.16,,90.0,b'S0-a',-0.20000000298023224,,,,,,,,,,,,,,,,,,,,,,,
NGC4222,27.1,39308,NGC4222,0.0235949344933033,9.4517,16.8,LT,NGC4222,,12.47,0.098,56.77,1.148,39.72,,90.0,b'Scd ',6.599999904632568,,,,,,,,,3.811,,,,,,,,,,,,,,
NGC4224,25.5,39328,NGC4224,0.0242001917213201,10.631522,31.5,LT,NGC4224,,10.87,0.482,55.46,4.077,39.0,3.109286680305848,75.7699966430664,b'SABa',1.0,41.1561,1.9034798113578804,0.9476116541654821,0.6195922354158921,123.165,3.387653970866005,0.3166483984898307,0.20703933747412007,,,7.76354990390101e-06,0.471,39.453,3.5359726688102895,486.921,8.33763511104827,6.615,39.585,0.3344716480504,0.756,34.832,0.13366467473584817,0.586
NGC4234,19.3,39388,NGC4234,0.0096121113747358,9.66297,30.0,,NGC4234,,12.68,0.79,71.58,0.902,20.35,,17.170000076293945,b'Sm  ',8.600000381469727,,,,,,,,,,,,,,,,,,,,,,,
NGC4235,26.0,39389,NGC4235,0.0367129072546958,10.724158,31.5,LT,NGC4235,,10.65,0.361,48.97,6.017,45.27,,90.0,b'Sa  ',1.0,,,,,,,,,1.374,,,,,,,,,,,,,,
NGC4236,,39346,NGC4236,0.1958027482032776,9.186166,4.41,LT,NGC4236,,10.12,0.232,158.41,1.32,352.49,32056.839510089987,75.0,b'SBd ',8.0,276.83729999999997,0.09302436384711729,1.2732749524720839,,276.837,0.09302436384711707,1.2732763322821734,,0.774,29.76923076923077,0.00032930692875002233,0.134,296.651,1.1763428615134892,322.711,0.03491794875037073,1.539,333.295,0.016278027225162528,1.349,235.337,0.08214074652296213,0.026
NGC4237,24.4,39393,NGC4237,0.0182313490658998,10.036605,16.8,LT,NGC4237,,11.1,0.599,105.74,1.001,24.62,0.2137142621679067,51.75,b'SABb',4.0,38.3904,2.381820181469314,0.6413061598733016,0.6355755605568059,24.323,2.3818201814693145,1.0122106648028615,1.0031657279118529,0.621,1.2272727272727273,0.0010910253867133066,0.473,24.503,1.0663305567733452,24.301,1.1372206387853194,0.758,23.736,3.9827404597334954,0.542,22.81,3.179787275382792,0.506
NGC4238,19.6,39366,NGC4238,0.0144483661279082,9.503574,36.31,LT,NGC4238,,13.55,0.354,35.77,1.134,21.93,0.6383841840387686,75.08000183105469,b'SABc',6.5,26.4132,0.1185043672089765,0.8302666848393985,0.7420532158163343,26.413,0.11850436720897649,0.8302729716427517,0.7420588346647484,1.062,1.803056027164686,0.0036744857449562177,0.526,25.064,1.0487175414913048,24.751,0.04448903222069291,0.61,22.961,0.43812162188617126,0.635,25.186,0.4693290038729384,0.589
NGC4242,72.1,39423,NGC4242,0.0316824540495872,9.397915,9.2,LT,NGC4242,,11.06,0.68,16.28,1.179,100.74,1.7111718784788863,51.470001220703125,b'Sd  ',7.900000095367432,85.95270000000001,0.027905271876950452,1.1720399708211608,0.8388334514215375,85.953,0.02790527187695042,1.1720358800739938,0.8388305236582783,1.153,6.987878787878787,0.00031549244325088696,0.561,67.9,1.0829815918454773,90.018,0.014106365264750476,1.136,79.891,0.010879927675758821,0.522,79.367,0.029976556979744558,0.165
NGC4244,141.4,39422,NGC4244,0.1351508647203445,9.202877,4.29,LT,NGC4244,,10.32,0.154,46.91,0.676,135.13,0.5403386060546835,65.37999725341797,b'Sc  ',6.0,95.3964,1.4946424167805445,1.4165104762863168,1.4822362269435745,95.396,1.4946424167805494,1.4165164157826324,1.4822424420311124,2.21,1.1486486486486487,0.0014368191806629937,1.048,177.338,0.48151101868583374,93.992,0.5191903244650886,1.162,93.743,0.36322132369699683,1.351,198.118,0.11230950544230375,1.924
NGC4245,23.5,39437,NGC4245,0.0212725084275007,10.177601,16.3,LT,NGC4245,,10.51,0.718,144.6,4.535,39.67,2.466958724606437,56.13999938964844,b'S0-a',0.10000000149011612,48.3534,1.2526696278275182,0.8204180057658821,0.48600512063267526,48.353,1.2526696278275193,0.8204247926705686,0.48600914110810084,0.723,0.7362525458248472,0.08514216419816656,4.465,135.869,3.3490095581105415,69.234,0.3364769369581543,2.756,16.376,1.2835245986419594,0.955,14.438,0.7344528734566322,0.982
NGC4248,31.6,39461,NGC4248,0.0167424399405717,8.993081,9.2,LT,NGC4248,,12.41,0.347,108.06,1.181,47.95,1.3442335327352526,79.62000274658203,b'SBm ',9.0,48.464099999999995,0.06038618937377751,0.9893921480023359,0.6520290276720295,48.464,0.0603861893737775,0.9893941895014857,0.652030373060416,2.291,15.273333333333333,0.0007973731528471941,0.415,28.726,1.880928355196771,48.313,0.02128334771874181,0.736,34.058,0.05929407953571683,0.457,25.766,0.19415368693973648,0.15
NGC4250,12.6,39414,NGC4250,0.0155890164896845,10.193103,25.0,,NGC4250,,11.62,0.789,162.62,3.595,11.65,0.990747266049083,71.6500015258789,b'S0-a',-0.800000011920929,40.705200000000005,0.6819814137372264,0.28620421960830555,0.30954276112142914,40.705,0.6819814137372265,0.2862056258444909,0.30954428202923473,3.741,0.7410855784469097,0.09633246444843475,3.475,80.402,0.2627213817318118,60.036,1.584586048165726,2.632,26.907,8.305269052395431,1.294,154.936,8.093897711013632,5.048
NGC4252,15.4,39537,NGC4252,0.0099270166829228,8.891041,21.78,LT,NGC4252,,14.31,0.273,48.02,1.109,18.05,0.928262617741356,75.02999877929688,b'Sbc ',3.5999999046325684,135.2637,0.011915500246363364,0.13344304495588988,0.11385168378508055,135.264,0.011915500246363364,0.1334427489945588,0.11385143127513603,2.007,4.243128964059197,0.0011293515798845252,0.526,25.494,5.856852132496212,352.0,0.006782898393933798,3.763,25.439,0.012968399779359615,0.673,23.095,0.05842046435601753,0.473
NGC4254,50.5,39578,NGC4254,0.041958387941122,10.523004,16.8,LT,NGC4254,,9.22,0.808,63.11,1.991,55.03,3.004807369421373,27.0,b'Sc  ',5.199999809265137,43.9299,20.24288823059764,1.25267756129652,1.1495587287929177,63.012,20.24288823059762,0.873325715736685,0.8014346473687551,,,0.004155295068621233,0.478,72.147,1.2955835183814457,474.287,43.11114860974437,4.998,52.216,30.296267985668113,1.074,48.636,33.03184579702426,1.079
NGC4256,26.5,39568,NGC4256,0.0322714745998382,10.9616165,40.2,LT,NGC4256,,10.61,0.228,41.78,4.692,47.39,,90.0,b'Sb  ',2.9000000953674316,,,,,,,,,2.671,,,,,,,,,,,,,,
NGC4258,144.5,39600,NGC4258,0.1415203064680099,10.668011,7.61,LT,NGC4258,Fit uncertain,7.82,0.498,159.6,2.454,142.87,1.132611167556056,68.33000183105469,b'Sbc ',4.0,88.23780000000001,25.396954273738565,1.6191473495486062,1.637620158254172,176.656,169.91953150569353,0.8087469432116656,0.8179739154062132,1.131,0.20232558139534884,0.7701774834353832,3.897,586.077,0.42596861466642233,177.948,119.36142735613957,2.947,278.068,108.92869640850701,3.659,414.716,393.5586488647235,5.59
